tk_run_id,tk_run_runner,tk_run_verifier,tk_run_duration,tk_run_category_dashname,tk_run_date,tk_run_description,tk_run_link
1,D4rn4s,a_slowbro,00:55:22,Any_Glitchless,21/05/2022,i used gadgetlemage for the BKH,https://youtu.be/EKRCJZuUEXI
